class_name,class_description,method,method_description
com.dropbox.core.v2.sharing.FolderAction,Actions that may be taken on shared folders.,values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.sharing.FolderLinkMetadata,The metadata of a folder shared link,equals(Object obj),N/A
com.dropbox.core.v2.sharing.FolderLinkMetadata,The metadata of a folder shared link,getContentOwnerTeamInfo(),The team information of the content's owner.
com.dropbox.core.v2.sharing.FolderLinkMetadata,The metadata of a folder shared link,getExpires(),"Expiration time, if set."
com.dropbox.core.v2.sharing.FolderLinkMetadata,The metadata of a folder shared link,getId(),A unique identifier for the linked file.
com.dropbox.core.v2.sharing.FolderLinkMetadata,The metadata of a folder shared link,getLinkPermissions(),The link's access permissions.
com.dropbox.core.v2.sharing.FolderLinkMetadata,The metadata of a folder shared link,getName(),The linked file name (including extension).
com.dropbox.core.v2.sharing.FolderLinkMetadata,The metadata of a folder shared link,getPathLower(),The lowercased full path in the user's Dropbox.
com.dropbox.core.v2.sharing.FolderLinkMetadata,The metadata of a folder shared link,getTeamMemberInfo(),The team membership information of the link's owner.
com.dropbox.core.v2.sharing.FolderLinkMetadata,The metadata of a folder shared link,getUrl(),URL of the shared link.
com.dropbox.core.v2.sharing.FolderLinkMetadata,The metadata of a folder shared link,hashCode(),N/A
com.dropbox.core.v2.sharing.FolderLinkMetadata,The metadata of a folder shared link,"newBuilder(String url,
          String name,
          LinkPermissions linkPermissions)",Returns a new builder for creating an instance of this class.
com.dropbox.core.v2.sharing.FolderLinkMetadata,The metadata of a folder shared link,toString(),N/A
com.dropbox.core.v2.sharing.FolderLinkMetadata,The metadata of a folder shared link,toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.sharing.FolderLinkMetadata.Builder,Builder for FolderLinkMetadata.,build(),"Builds an instance of FolderLinkMetadata configured with this
 builder's values"
com.dropbox.core.v2.sharing.FolderLinkMetadata.Builder,Builder for FolderLinkMetadata.,withContentOwnerTeamInfo(Team contentOwnerTeamInfo),Set value for optional field.
com.dropbox.core.v2.sharing.FolderLinkMetadata.Builder,Builder for FolderLinkMetadata.,withExpires(Date expires),Set value for optional field.
com.dropbox.core.v2.sharing.FolderLinkMetadata.Builder,Builder for FolderLinkMetadata.,withId(String id),Set value for optional field.
com.dropbox.core.v2.sharing.FolderLinkMetadata.Builder,Builder for FolderLinkMetadata.,withPathLower(String pathLower),Set value for optional field.
com.dropbox.core.v2.sharing.FolderLinkMetadata.Builder,Builder for FolderLinkMetadata.,withTeamMemberInfo(TeamMemberInfo teamMemberInfo),Set value for optional field.
com.dropbox.core.v2.files.FolderMetadata,Builder for FolderMetadata.,equals(Object obj),N/A
com.dropbox.core.v2.files.FolderMetadata,Builder for FolderMetadata.,getId(),A unique identifier for the folder.
com.dropbox.core.v2.files.FolderMetadata,Builder for FolderMetadata.,getName(),The last component of the path (including extension).
com.dropbox.core.v2.files.FolderMetadata,Builder for FolderMetadata.,getParentSharedFolderId(),Deprecated.
com.dropbox.core.v2.files.FolderMetadata,Builder for FolderMetadata.,getPathDisplay(),The cased path to be used for display purposes only.
com.dropbox.core.v2.files.FolderMetadata,Builder for FolderMetadata.,getPathLower(),The lowercased full path in the user's Dropbox.
com.dropbox.core.v2.files.FolderMetadata,Builder for FolderMetadata.,getPropertyGroups(),"Additional information if the file has custom properties with the
 property template specified."
com.dropbox.core.v2.files.FolderMetadata,Builder for FolderMetadata.,getSharedFolderId(),Deprecated.
com.dropbox.core.v2.files.FolderMetadata,Builder for FolderMetadata.,getSharingInfo(),"Set if the folder is contained in a shared folder or is a shared folder
 mount point."
com.dropbox.core.v2.files.FolderMetadata,Builder for FolderMetadata.,hashCode(),N/A
com.dropbox.core.v2.files.FolderMetadata,Builder for FolderMetadata.,"newBuilder(String name,
          String id)",Returns a new builder for creating an instance of this class.
com.dropbox.core.v2.files.FolderMetadata,Builder for FolderMetadata.,toString(),N/A
com.dropbox.core.v2.files.FolderMetadata,Builder for FolderMetadata.,toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.files.FolderMetadata.Builder,Builder for FolderMetadata.,build(),"Builds an instance of FolderMetadata configured with this
 builder's values"
com.dropbox.core.v2.files.FolderMetadata.Builder,Builder for FolderMetadata.,withParentSharedFolderId(String parentSharedFolderId),Set value for optional field.
com.dropbox.core.v2.files.FolderMetadata.Builder,Builder for FolderMetadata.,withPathDisplay(String pathDisplay),Set value for optional field.
com.dropbox.core.v2.files.FolderMetadata.Builder,Builder for FolderMetadata.,withPathLower(String pathLower),Set value for optional field.
com.dropbox.core.v2.files.FolderMetadata.Builder,Builder for FolderMetadata.,withPropertyGroups(List<PropertyGroup> propertyGroups),Set value for optional field.
com.dropbox.core.v2.files.FolderMetadata.Builder,Builder for FolderMetadata.,withSharedFolderId(String sharedFolderId),Set value for optional field.
com.dropbox.core.v2.files.FolderMetadata.Builder,Builder for FolderMetadata.,withSharingInfo(FolderSharingInfo sharingInfo),Set value for optional field.
com.dropbox.core.v2.sharing.FolderPermission,Whether the user is allowed to take the action on the shared folder.,equals(Object obj),N/A
com.dropbox.core.v2.sharing.FolderPermission,Whether the user is allowed to take the action on the shared folder.,getAction(),The action that the user may wish to take on the folder.
com.dropbox.core.v2.sharing.FolderPermission,Whether the user is allowed to take the action on the shared folder.,getAllow(),True if the user is allowed to take the action.
com.dropbox.core.v2.sharing.FolderPermission,Whether the user is allowed to take the action on the shared folder.,getReason(),The reason why the user is denied the permission.
com.dropbox.core.v2.sharing.FolderPermission,Whether the user is allowed to take the action on the shared folder.,hashCode(),N/A
com.dropbox.core.v2.sharing.FolderPermission,Whether the user is allowed to take the action on the shared folder.,toString(),N/A
com.dropbox.core.v2.sharing.FolderPermission,Whether the user is allowed to take the action on the shared folder.,toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.sharing.FolderPolicy,A set of policies governing membership and privileges for a shared folder.,equals(Object obj),N/A
com.dropbox.core.v2.sharing.FolderPolicy,A set of policies governing membership and privileges for a shared folder.,getAclUpdatePolicy(),Who can add and remove members from this shared folder.
com.dropbox.core.v2.sharing.FolderPolicy,A set of policies governing membership and privileges for a shared folder.,getMemberPolicy(),"Who can be a member of this shared folder, as set on the folder itself."
com.dropbox.core.v2.sharing.FolderPolicy,A set of policies governing membership and privileges for a shared folder.,getResolvedMemberPolicy(),"Who can be a member of this shared folder, taking into account both the
 folder and the team-wide policy."
com.dropbox.core.v2.sharing.FolderPolicy,A set of policies governing membership and privileges for a shared folder.,getSharedLinkPolicy(),Who links can be shared with.
com.dropbox.core.v2.sharing.FolderPolicy,A set of policies governing membership and privileges for a shared folder.,hashCode(),N/A
com.dropbox.core.v2.sharing.FolderPolicy,A set of policies governing membership and privileges for a shared folder.,"newBuilder(AclUpdatePolicy aclUpdatePolicy,
          SharedLinkPolicy sharedLinkPolicy)",Returns a new builder for creating an instance of this class.
com.dropbox.core.v2.sharing.FolderPolicy,A set of policies governing membership and privileges for a shared folder.,toString(),N/A
com.dropbox.core.v2.sharing.FolderPolicy,A set of policies governing membership and privileges for a shared folder.,toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.sharing.FolderPolicy.Builder,Builder for FolderPolicy.,build(),"Builds an instance of FolderPolicy configured with this
 builder's values"
com.dropbox.core.v2.sharing.FolderPolicy.Builder,Builder for FolderPolicy.,withMemberPolicy(MemberPolicy memberPolicy),Set value for optional field.
com.dropbox.core.v2.sharing.FolderPolicy.Builder,Builder for FolderPolicy.,withResolvedMemberPolicy(MemberPolicy resolvedMemberPolicy),Set value for optional field.
com.dropbox.core.v2.files.FolderSharingInfo,"Sharing info for a folder which is contained in a shared folder or is a
 shared folder mount point.",equals(Object obj),N/A
com.dropbox.core.v2.files.FolderSharingInfo,"Sharing info for a folder which is contained in a shared folder or is a
 shared folder mount point.",getNoAccess(),Specifies that the folder cannot be accessed by the user.
com.dropbox.core.v2.files.FolderSharingInfo,"Sharing info for a folder which is contained in a shared folder or is a
 shared folder mount point.",getParentSharedFolderId(),Set if the folder is contained by a shared folder.
